Num episodes,Cumulative rewards
1680,"[4.0, 22.0, -2.0, 0.0, 0.0, 0.0, 21.0, -2.0, -2.0, -1.0]"
1690,"[26.0, 20.0, 0.0, 0.0, 8.0, -2.0, -2.0, -1.0, 13.0, -2.0]"
1700,"[-1.0, 0.0, -1.0, 35.0, 15.0, 26.0, -1.0, 17.0, 50.0, 36.0]"
1710,"[34.0, 5.0, 3.0, 2.0, -1.0, 2.0, 10.0, 22.0, 24.0, -2.0]"
1720,"[0.0, -2.0, 3.0, -1.0, 19.0, -2.0, 8.0, 15.0, 20.0, 15.0]"
1730,"[-2.0, 7.0, 4.0, 50.0, -3.0, 2.0, 3.0, 13.0, -1.0, 30.0]"
1740,"[16.0, 17.0, 0.0, -1.0, 50.0, 6.0, 9.0, 50.0, 5.0, 1.0]"
1750,"[0.0, 12.0, 31.0, 13.0, -1.0, 10.0, 4.0, 0.0, 3.0, 18.0]"
1760,"[27.0, 3.0, -2.0, 4.0, 15.0, -2.0, -1.0, 4.0, -1.0, -1.0]"
1770,"[14.0, 29.0, 15.0, 26.0, -1.0, -1.0, -2.0, 0.0, -2.0, -3.0]"
1780,"[21.0, 8.0, 20.0, 11.0, 3.0, 0.0, 35.0, 7.0, -2.0, -2.0]"
1790,"[31.0, -2.0, 21.0, 8.0, 21.0, 13.0, 18.0, -2.0, 9.0, -2.0]"
1800,"[8.0, 12.0, 26.0, -1.0, -1.0, 28.0, 0.0, 1.0, 9.0, -1.0]"
1810,"[21.0, 50.0, 12.0, 16.0, 8.0, 12.0, -2.0, 39.0, 20.0, -2.0]"
1820,"[-2.0, 50.0, 15.0, 23.0, 22.0, 15.0, 10.0, 9.0, -2.0, -2.0]"
1830,"[50.0, 15.0, 34.0, 50.0, 22.0, 16.0, 8.0, 10.0, 14.0, 3.0]"
1840,"[31.0, -2.0, 7.0, 10.0, 50.0, 22.0, 32.0, 29.0, 30.0, 31.0]"
1850,"[22.0, 2.0, 1.0, -2.0, -2.0, 14.0, 18.0, 5.0, 36.0, -3.0]"
1860,"[1.0, -2.0, 39.0, 10.0, 16.0, 30.0, 23.0, 25.0, 4.0, 6.0]"
1870,"[50.0, 8.0, 15.0, 16.0, 38.0, 15.0, 22.0, 8.0, 18.0, 12.0]"
1880,"[30.0, 17.0, -1.0, 11.0, 17.0, 17.0, -1.0, 50.0, 35.0, 50.0]"
1890,"[-2.0, 50.0, 16.0, 50.0, 14.0, 0.0, 15.0, 25.0, 20.0, 50.0]"
1900,"[14.0, 25.0, 22.0, 1.0, 39.0, -2.0, 8.0, 16.0, 50.0, 50.0]"
1910,"[2.0, 8.0, 0.0, 18.0, 12.0, 9.0, 50.0, 11.0, 10.0, 7.0]"
1920,"[50.0, 50.0, 15.0, 50.0, 27.0, 23.0, 0.0, 21.0, 8.0, 18.0]"
1930,"[50.0, 23.0, 50.0, -1.0, 15.0, 1.0, 11.0, 10.0, 50.0, 26.0]"
1940,"[0.0, -1.0, 34.0, 36.0, 50.0, 24.0, 13.0, 50.0, 11.0, 18.0]"
1950,"[0.0, 11.0, 11.0, 13.0, 23.0, 6.0, 16.0, 13.0, 16.0, 17.0]"
1960,"[25.0, 29.0, -1.0, 29.0, 50.0, 50.0, -2.0, 29.0, 0.0, 29.0]"
1970,"[25.0, 15.0, 10.0, 12.0, 20.0, 8.0, 24.0, 9.0, 9.0, 9.0]"
1980,"[16.0, 50.0, 19.0, -2.0, 3.0, 9.0, 28.0, 14.0, 28.0, 17.0]"
1990,"[29.0, 8.0, 9.0, 17.0, 50.0, 16.0, 13.0, 12.0, 7.0, 50.0]"
2000,"[50.0, 13.0, -2.0, 16.0, 11.0, 15.0, 0.0, 13.0, -1.0, 30.0]"
2010,"[-1.0, -2.0, 9.0, -1.0, 3.0, -2.0, -1.0, 0.0, 9.0, 5.0]"
2020,"[-2.0, 6.0, 4.0, 20.0, -2.0, 3.0, 2.0, 2.0, 12.0, -1.0]"
2030,"[-2.0, 0.0, 16.0, -1.0, 25.0, -2.0, 3.0, 4.0, 0.0, 18.0]"
2040,"[14.0, 3.0, -1.0, 21.0, 8.0, -2.0, 50.0, 28.0, 2.0, 34.0]"
2050,"[3.0, 2.0, 14.0, 50.0, 16.0, 11.0, 22.0, 3.0, 5.0, 7.0]"
2060,"[-2.0, -1.0, 13.0, 50.0, 14.0, 30.0, 8.0, 10.0, 10.0, 50.0]"
2070,"[3.0, 2.0, 37.0, 23.0, 14.0, 14.0, 21.0, 19.0, -1.0, -1.0]"
2080,"[-1.0, 50.0, 10.0, 10.0, 36.0, 21.0, -1.0, 9.0, 50.0, 11.0]"
2090,"[29.0, 28.0, 23.0, 21.0, 32.0, 50.0, 15.0, 50.0, 8.0, 18.0]"
2100,"[11.0, -1.0, 16.0, -3.0, 3.0, 6.0, -1.0, 27.0, 0.0, 50.0]"
2110,"[27.0, 26.0, 14.0, 50.0, 18.0, 50.0, 14.0, 19.0, 6.0, -1.0]"
2120,"[50.0, 26.0, 11.0, 50.0, 26.0, 11.0, 9.0, 13.0, 8.0, 21.0]"
2130,"[6.0, 18.0, -1.0, -1.0, 15.0, 9.0, 50.0, 24.0, 9.0, -2.0]"
2140,"[12.0, 35.0, 50.0, 35.0, 50.0, 8.0, 50.0, 50.0, 12.0, 50.0]"
2150,"[11.0, 14.0, 5.0, 50.0, 30.0, 27.0, 18.0, 16.0, -2.0, 50.0]"
2160,"[19.0, 50.0, 22.0, 50.0, 12.0, 11.0, 27.0, -3.0, -1.0, 13.0]"
2170,"[14.0, 8.0, 20.0, 32.0, 5.0, 16.0, 30.0, 50.0, 20.0, -2.0]"
2180,"[0.0, 31.0, 8.0, 12.0, 1.0, 8.0, 50.0, -1.0, 2.0, 36.0]"
2190,"[10.0, 26.0, 14.0, 7.0, 19.0, 33.0, -2.0, 31.0, 18.0, 22.0]"
2200,"[36.0, 50.0, 6.0, -1.0, -1.0, 13.0, 19.0, 15.0, 22.0, 20.0]"
2210,"[24.0, 7.0, -2.0, 8.0, 21.0, -1.0, 2.0, 1.0, 15.0, 1.0]"
2220,"[3.0, 10.0, -1.0, 21.0, -3.0, -1.0, 0.0, 1.0, 4.0, 0.0]"
2230,"[1.0, 26.0, 2.0, 30.0, 13.0, -2.0, 2.0, 5.0, 8.0, 11.0]"
2240,"[6.0, 2.0, 4.0, -1.0, 16.0, 5.0, 0.0, 1.0, 3.0, -1.0]"
2250,"[2.0, 0.0, 22.0, 1.0, -1.0, 5.0, -1.0, 14.0, 14.0, -1.0]"
2260,"[2.0, 8.0, -2.0, 1.0, 1.0, 1.0, -1.0, 5.0, -2.0, 9.0]"
2270,"[2.0, -1.0, -2.0, -2.0, -2.0, 14.0, 13.0, -1.0, -1.0, -2.0]"
2280,"[-3.0, -1.0, -1.0, 3.0, 5.0, -2.0, -1.0, 0.0, -2.0, -1.0]"
2290,"[-1.0, 0.0, 0.0, 1.0, -2.0, 6.0, 4.0, 2.0, -2.0, 3.0]"
2300,"[3.0, -1.0, 2.0, 0.0, 1.0, 23.0, -2.0, 8.0, -2.0, 3.0]"
2310,"[1.0, 0.0, 8.0, 10.0, 13.0, 8.0, -2.0, -1.0, 3.0, -1.0]"
2320,"[0.0, 0.0, -2.0, -1.0, 3.0, 8.0, 24.0, 0.0, 5.0, 2.0]"
2330,"[22.0, 0.0, 5.0, 3.0, -2.0, -1.0, 0.0, 0.0, -1.0, 0.0]"
2340,"[0.0, 2.0, 2.0, 1.0, -1.0, 4.0, -1.0, 1.0, 37.0, 10.0]"
2350,"[5.0, -1.0, 3.0, -1.0, -1.0, 6.0, 8.0, -2.0, 3.0, 0.0]"
2360,"[8.0, 6.0, 15.0, 2.0, 0.0, 7.0, 5.0, 16.0, 12.0, -2.0]"
2370,"[3.0, 8.0, 1.0, -2.0, 6.0, 2.0, 3.0, 11.0, 25.0, 6.0]"
2380,"[8.0, 2.0, 2.0, 37.0, 12.0, 17.0, 1.0, 0.0, -3.0, 4.0]"
2390,"[3.0, 3.0, 0.0, 0.0, 21.0, 2.0, 3.0, 4.0, 4.0, 9.0]"
2400,"[2.0, -1.0, -1.0, 0.0, 14.0, -1.0, 0.0, 0.0, 0.0, 0.0]"
2410,"[12.0, 50.0, -2.0, 1.0, -1.0, 50.0, 0.0, 22.0, 11.0, 8.0]"
2420,"[50.0, 16.0, 34.0, 31.0, 17.0, 15.0, 20.0, 50.0, 13.0, 50.0]"
2430,"[11.0, -2.0, 16.0, 21.0, 15.0, 21.0, 50.0, 19.0, 50.0, 50.0]"
2440,"[37.0, 4.0, 15.0, 11.0, 33.0, 1.0, 50.0, 15.0, 50.0, -1.0]"
2450,"[50.0, 5.0, 29.0, 50.0, 23.0, 50.0, 7.0, 50.0, -2.0, 15.0]"
2460,"[-1.0, 35.0, 13.0, 50.0, 18.0, 28.0, 10.0, 19.0, 37.0, 50.0]"
2470,"[-2.0, 2.0, 32.0, 0.0, 25.0, 30.0, 7.0, 50.0, 0.0, 17.0]"
2480,"[-1.0, 28.0, -1.0, 50.0, 11.0, 37.0, -1.0, 12.0, 9.0, 50.0]"
2490,"[15.0, 29.0, 12.0, 0.0, 11.0, 1.0, -1.0, 1.0, 0.0, -1.0]"
2500,"[50.0, 50.0, 50.0, 50.0, 34.0, 50.0, 50.0, -2.0, 50.0, 28.0]"
2510,"[50.0, 19.0, 23.0, 38.0, -1.0, 16.0, 20.0, 50.0, 16.0, -2.0]"
2520,"[19.0, -1.0, 24.0, 31.0, -2.0, 8.0, 50.0, 30.0, 17.0, 19.0]"
2530,"[8.0, 0.0, 8.0, 20.0, -2.0, 19.0, -1.0, 13.0, 14.0, 28.0]"
2540,"[12.0, 50.0, 50.0, 12.0, 33.0, 15.0, 0.0, 15.0, -1.0, 14.0]"
2550,"[24.0, -2.0, 16.0, 15.0, -1.0, 8.0, 50.0, 17.0, 20.0, 37.0]"
2560,"[10.0, 0.0, 19.0, 16.0, 50.0, 0.0, 14.0, 17.0, 14.0, -1.0]"
2570,"[50.0, 50.0, 50.0, -2.0, 38.0, 17.0, 37.0, 15.0, -1.0, 22.0]"
2580,"[13.0, 14.0, 29.0, 50.0, 50.0, -2.0, 50.0, 50.0, 28.0, 15.0]"
2590,"[14.0, 32.0, 27.0, 8.0, 16.0, 23.0, 36.0, 50.0, 33.0, 18.0]"
2600,"[50.0, 50.0, 13.0, 0.0, -2.0, 2.0, 50.0, 16.0, 9.0, 50.0]"
2610,"[17.0, 33.0, 30.0, 30.0, -1.0, -2.0, 14.0, -2.0, 13.0, 18.0]"
2620,"[-1.0, 4.0, -2.0, 12.0, 12.0, 0.0, 50.0, 11.0, 20.0, -2.0]"
2630,"[-1.0, 13.0, 0.0, 0.0, 14.0, 0.0, 7.0, 7.0, 50.0, 10.0]"
2640,"[18.0, 0.0, -1.0, 10.0, 0.0, -1.0, 0.0, 2.0, 12.0, -1.0]"
2650,"[50.0, 6.0, 50.0, 50.0, 20.0, 50.0, 50.0, 15.0, -1.0, 18.0]"
2660,"[50.0, 38.0, 20.0, 28.0, 39.0, -2.0, 50.0, 50.0, 50.0, 12.0]"
2670,"[20.0, 16.0, 1.0, 25.0, 50.0, 50.0, 17.0, 50.0, 50.0, 50.0]"
2680,"[29.0, -1.0, 8.0, 30.0, 50.0, -2.0, 50.0, 50.0, 50.0, -1.0]"
2690,"[14.0, 50.0, 19.0, 50.0, 50.0, 29.0, 50.0, 0.0, 24.0, 50.0]"
2700,"[50.0, 50.0, 50.0, 50.0, 15.0, 38.0, 21.0, -1.0, 9.0, 50.0]"
2710,"[29.0, 6.0, 50.0, 50.0, 20.0, 25.0, 2.0, -1.0, 50.0, 14.0]"
2720,"[50.0, 50.0, 11.0, 17.0, 50.0, 9.0, 7.0, 50.0, 50.0, 30.0]"
2730,"[50.0, 50.0, 26.0, 50.0, 50.0, 32.0, 50.0, 20.0, 34.0, 10.0]"
2740,"[18.0, 50.0, 36.0, 50.0, 26.0, 2.0, 50.0, 0.0, 12.0, 50.0]"
2750,"[19.0, 16.0, 5.0, 22.0, 23.0, 50.0, 50.0, 50.0, 19.0, 18.0]"
2760,"[22.0, 9.0, 50.0, 50.0, -2.0, 50.0, 0.0, 33.0, 50.0, 29.0]"
2770,"[0.0, 50.0, 50.0, 50.0, 12.0, 50.0, 20.0, 50.0, 50.0, 50.0]"
2780,"[39.0, 50.0, 50.0, 50.0, -1.0, 50.0, 8.0, 23.0, 50.0, 22.0]"
2790,"[22.0, 25.0, 50.0, 1.0, 50.0, 20.0, 31.0, 32.0, 50.0, 50.0]"
2800,"[8.0, 50.0, 50.0, 50.0, 28.0, 50.0, 50.0, 21.0, 50.0, 9.0]"
2810,"[29.0, 50.0, 50.0, 50.0, 50.0, 50.0, 8.0, 34.0, 50.0, -1.0]"
2820,"[9.0, 50.0, 50.0, 15.0, -1.0, 50.0, 24.0, 23.0, 36.0, 50.0]"
2830,"[50.0, 50.0, 31.0, 22.0, -1.0, 9.0, 50.0, 50.0, 50.0, 50.0]"
2840,"[50.0, 50.0, 50.0, 9.0, 50.0, 35.0, 50.0, 50.0, 22.0, 50.0]"
2850,"[50.0, 50.0, 50.0, 19.0, 9.0, 50.0, 24.0, 50.0, -1.0, 30.0]"
2860,"[-1.0, 50.0, 30.0, 50.0, 17.0, 50.0, -1.0, 50.0, 25.0, 50.0]"
2870,"[3.0, 2.0, 11.0, 35.0, 2.0, 1.0, 1.0, 27.0, 6.0, -1.0]"
2880,"[12.0, 12.0, 25.0, 15.0, 35.0, 1.0, 19.0, 50.0, -1.0, 11.0]"
2890,"[25.0, 13.0, 32.0, -2.0, -1.0, 28.0, 50.0, 11.0, 11.0, 38.0]"
2900,"[-1.0, -3.0, 39.0, -3.0, -1.0, 21.0, 32.0, -1.0, -2.0, 12.0]"
2910,"[0.0, 18.0, -2.0, 9.0, 5.0, 33.0, -2.0, -2.0, 16.0, -1.0]"
2920,"[-2.0, 22.0, 9.0, -2.0, -1.0, 14.0, 18.0, 14.0, -1.0, -3.0]"
2930,"[-1.0, 1.0, 13.0, -3.0, 35.0, 1.0, 31.0, -1.0, 10.0, 50.0]"
2940,"[-2.0, 50.0, 14.0, -3.0, -2.0, -1.0, 11.0, 13.0, 9.0, 50.0]"
2950,"[5.0, -3.0, 6.0, -2.0, 14.0, -1.0, 11.0, 50.0, -3.0, -3.0]"
2960,"[-1.0, 13.0, -3.0, 2.0, -1.0, -1.0, 13.0, -2.0, 8.0, 3.0]"
2970,"[17.0, 9.0, 9.0, 10.0, -2.0, 12.0, 10.0, -2.0, 0.0, 4.0]"
2980,"[8.0, 22.0, -2.0, 17.0, -1.0, 23.0, 15.0, 11.0, 36.0, 0.0]"
2990,"[-1.0, -1.0, 2.0, 3.0, -2.0, 18.0, -3.0, -1.0, 11.0, 4.0]"
3000,"[11.0, 0.0, -1.0, -3.0, -2.0, 6.0, -3.0, 17.0, 0.0, -2.0]"
3010,"[2.0, 50.0, -2.0, 6.0, 32.0, -2.0, -1.0, -1.0, 3.0, 1.0]"
3020,"[18.0, 19.0, 50.0, 25.0, 12.0, 24.0, 10.0, 11.0, 3.0, 21.0]"
3030,"[12.0, 27.0, 50.0, 10.0, 10.0, 16.0, 26.0, 50.0, 25.0, 35.0]"
3040,"[-3.0, 22.0, 50.0, 28.0, 50.0, 0.0, 50.0, 12.0, 30.0, 50.0]"
3050,"[50.0, 50.0, 50.0, 50.0, 25.0, 50.0, 8.0, 50.0, 50.0, 13.0]"
3060,"[13.0, 5.0, 13.0, 12.0, 15.0, 38.0, 3.0, 0.0, 3.0, -1.0]"
3070,"[3.0, -1.0, 20.0, 12.0, 0.0, 16.0, 0.0, -1.0, 14.0, 1.0]"
3080,"[3.0, 19.0, 9.0, -1.0, 35.0, -1.0, 10.0, -1.0, -2.0, 22.0]"
3090,"[31.0, 12.0, 24.0, 24.0, 1.0, 21.0, -1.0, -2.0, 50.0, 32.0]"
3100,"[24.0, 50.0, 12.0, 50.0, 34.0, 21.0, 31.0, 34.0, 23.0, 50.0]"
3110,"[50.0, 27.0, 21.0, 27.0, 31.0, 50.0, 50.0, 35.0, 17.0, 50.0]"
3120,"[10.0, 50.0, 50.0, -2.0, 3.0, 38.0, 8.0, 50.0, 26.0, 33.0]"
3130,"[12.0, 28.0, -1.0, 9.0, 50.0, 13.0, 11.0, -1.0, 26.0, 8.0]"
3140,"[37.0, 24.0, 10.0, 30.0, 12.0, 50.0, 50.0, 37.0, 50.0, 13.0]"
3150,"[29.0, 50.0, 50.0, 32.0, 33.0, 8.0, 12.0, 26.0, 29.0, 29.0]"
3160,"[50.0, 39.0, -1.0, 28.0, 28.0, 39.0, 10.0, 50.0, 50.0, 23.0]"
3170,"[50.0, 23.0, 11.0, 8.0, 16.0, 22.0, 50.0, 37.0, 50.0, 1.0]"
3180,"[23.0, 2.0, 26.0, 29.0, 50.0, 23.0, 36.0, 50.0, 50.0, 8.0]"
3190,"[7.0, 50.0, 28.0, 50.0, -2.0, 15.0, 14.0, 50.0, 50.0, 11.0]"
3200,"[14.0, 20.0, 26.0, 50.0, 7.0, 50.0, 27.0, 31.0, 31.0, 36.0]"
3210,"[3.0, 8.0, -1.0, 37.0, 11.0, -2.0, 3.0, 22.0, -3.0, 20.0]"
3220,"[3.0, 14.0, 0.0, 13.0, 4.0, -3.0, -1.0, 4.0, 0.0, 35.0]"
3230,"[22.0, 0.0, 5.0, 10.0, 2.0, 0.0, 1.0, -2.0, 0.0, 1.0]"
3240,"[23.0, 3.0, 4.0, 8.0, 1.0, 7.0, 26.0, 2.0, 39.0, 1.0]"
3250,"[-2.0, 39.0, 1.0, 30.0, 2.0, 0.0, 9.0, 50.0, 2.0, 50.0]"
3260,"[12.0, 13.0, 22.0, 50.0, -1.0, 23.0, 50.0, 19.0, 11.0, 50.0]"
3270,"[11.0, 12.0, 6.0, 22.0, 22.0, 3.0, 50.0, 13.0, 6.0, 11.0]"
3280,"[50.0, 21.0, -1.0, 10.0, 23.0, 50.0, 0.0, 50.0, 50.0, 36.0]"
3290,"[32.0, 14.0, 50.0, 39.0, 50.0, 38.0, 8.0, 22.0, 22.0, 8.0]"
3300,"[8.0, 11.0, 50.0, 36.0, 50.0, 10.0, 6.0, 36.0, -1.0, 50.0]"
3310,"[36.0, 35.0, 11.0, 50.0, 37.0, 50.0, 26.0, -1.0, -1.0, 2.0]"
3320,"[9.0, 10.0, 50.0, 7.0, 30.0, 8.0, 50.0, 33.0, 35.0, 50.0]"
3330,"[50.0, 30.0, 15.0, 9.0, -1.0, 39.0, 34.0, 50.0, -1.0, 35.0]"
3340,"[25.0, 33.0, 35.0, 50.0, 22.0, 32.0, 12.0, 50.0, 5.0, 3.0]"
